Date,Close
2023-01-02 00:00:00+01:00,56.40818786621094
2023-01-03 00:00:00+01:00,55.4307746887207
2023-01-04 00:00:00+01:00,54.133811950683594
2023-01-05 00:00:00+01:00,54.45335388183594
2023-01-06 00:00:00+01:00,55.148826599121094
2023-01-09 00:00:00+01:00,54.810489654541016
2023-01-10 00:00:00+01:00,54.89507293701172
2023-01-11 00:00:00+01:00,55.2522087097168
2023-01-12 00:00:00+01:00,55.87248992919922
2023-01-13 00:00:00+01:00,56.13563919067383
2023-01-16 00:00:00+01:00,55.80670166015625
2023-01-17 00:00:00+01:00,56.013458251953125
2023-01-18 00:00:00+01:00,56.013458251953125
2023-01-19 00:00:00+01:00,54.82928466796875
2023-01-20 00:00:00+01:00,55.30859375
2023-01-23 00:00:00+01:00,55.637535095214844
2023-01-24 00:00:00+01:00,55.15822219848633
2023-01-25 00:00:00+01:00,54.87628173828125
2023-01-26 00:00:00+01:00,54.989051818847656
2023-01-27 00:00:00+01:00,55.09243392944336
2023-01-30 00:00:00+01:00,54.4251594543457
2023-01-31 00:00:00+01:00,53.551124572753906
2023-02-01 00:00:00+01:00,52.60190200805664
2023-02-02 00:00:00+01:00,51.85944366455078
2023-02-03 00:00:00+01:00,52.95903778076172
2023-02-06 00:00:00+01:00,52.3105583190918
2023-02-07 00:00:00+01:00,54.077423095703125
2023-02-08 00:00:00+01:00,53.04362106323242
2023-02-09 00:00:00+01:00,54.36876678466797
2023-02-10 00:00:00+01:00,55.778507232666016
2023-02-13 00:00:00+01:00,55.95707321166992
2023-02-14 00:00:00+01:00,56.3705940246582
2023-02-15 00:00:00+01:00,56.38938903808594
2023-02-16 00:00:00+01:00,56.33300018310547
2023-02-17 00:00:00+01:00,55.130027770996094
2023-02-20 00:00:00+01:00,55.37438201904297
2023-02-21 00:00:00+01:00,55.11123275756836
2023-02-22 00:00:00+01:00,54.885677337646484
2023-02-23 00:00:00+01:00,55.552947998046875
2023-02-24 00:00:00+01:00,54.68830871582031
2023-02-27 00:00:00+01:00,55.65633010864258
2023-02-28 00:00:00+01:00,55.04544448852539
2023-03-01 00:00:00+01:00,54.49094772338867
2023-03-02 00:00:00+01:00,55.562347412109375
2023-03-03 00:00:00+01:00,55.45896530151367
2023-03-06 00:00:00+01:00,55.73151779174805
2023-03-07 00:00:00+01:00,55.44956970214844
2023-03-08 00:00:00+01:00,55.3555908203125
2023-03-09 00:00:00+01:00,54.96086502075195
2023-03-10 00:00:00+01:00,54.547340393066406
2023-03-13 00:00:00+01:00,51.82184982299805
2023-03-14 00:00:00+01:00,53.05302047729492
2023-03-15 00:00:00+01:00,50.06438446044922
2023-03-16 00:00:00+01:00,50.10197448730469
2023-03-17 00:00:00+01:00,49.942203521728516
2023-03-20 00:00:00+01:00,50.61887741088867
2023-03-21 00:00:00+01:00,51.88763427734375
2023-03-22 00:00:00+01:00,51.801979064941406
2023-03-23 00:00:00+01:00,50.85026550292969
2023-03-24 00:00:00+01:00,49.30848693847656
